Ride_ID,Date,Time,City,Driver_ID,Ride_Type,Distance_km,Duration_min,Fare_INR,Payment_Mode,Ride_Status,Rating
O10827,30-01-2026,02:07,Kolkata,D1096,Sedan,7.9,26,298.11,Cash,Completed,3.5
O10828,01-06-2026,05:24,Kolkata,D1069,Bike,10,16,96.96,UPI,Completed,4.8
O10829,14-04-2026,22:01,Chennai,D1092,Sedan,24.8,75,630.2,Cash,Completed,4.2
O10830,23-02-2026,21:57,Delhi,D1016,Prime,26.1,96,562.4,Cash,Completed,4.6
O10831,02-02-2026,18:13,Mumbai,D1039,Mini,17.5,62,302.71,Card,Completed,3.2
O10832,20-05-2026,05:27,Jaipur,D1089,Prime,10.1,26,307.94,Card,Completed,4.2
O10833,14-05-2026,11:38,Bengaluru,D1028,Mini,20.4,13,301.4,UPI,Completed,3.6
O10834,04-06-2026,17:13,Pune,D1084,Auto,5.2,17,101.54,UPI,Completed,3.5
O10835,13-04-2026,14:05,Hyderabad,D1082,Bike,28.3,26,273.91,UPI,Completed,4.5
O10836,06-04-2026,18:42,Mumbai,D1078,Bike,24.9,48,278.67,UPI,Completed,3.1
O10837,20-01-2026,08:07,Delhi,D1035,Sedan,13.1,29,406.81,UPI,Completed,3.7
O10838,27-02-2026,08:00,Delhi,D1023,Bike,29.4,36,271.7,Card,Completed,4.9
O10839,31-05-2026,15:06,Pune,D1041,Sedan,26.2,78,642.97,Wallet,Completed,3.1
O10840,16-02-2026,11:51,Chennai,D1017,Bike,18.4,41,157.86,UPI,Completed,3.3
O10841,07-04-2026,18:47,Hyderabad,D1078,Mini,27.7,89,440.61,Wallet,Completed,3.5
O10842,30-06-2026,14:11,Kolkata,D1067,Auto,24.3,72,283.08,UPI,Cancelled,
O10843,20-03-2026,20:54,Delhi,D1031,Auto,13.1,28,210.17,Cash,Completed,3.2
O10844,12-02-2026,18:03,Delhi,D1087,Auto,17.3,39,249.58,UPI,Completed,4.9
O10845,03-05-2026,15:32,Delhi,D1090,Bike,1.9,8,88.96,Card,Completed,4.4
O10846,04-03-2026,23:42,Jaipur,D1068,Sedan,14.3,18,433.22,UPI,Cancelled,
O10847,14-02-2026,02:23,Mumbai,D1015,Sedan,11.6,11,361.59,Card,Completed,3.7
O10848,23-06-2026,07:53,Delhi,D1051,Auto,10,26,138.53,UPI,Completed,4.3
O10849,20-03-2026,20:32,Jaipur,D1039,Bike,26.9,70,229.22,Card,Completed,3.9
O10850,28-01-2026,00:22,Mumbai,D1020,Bike,11.6,14,132.96,Wallet,Completed,4.1
O10851,01-02-2026,15:00,Mumbai,D1069,Auto,7.9,20,125.2,Card,Completed,4.8
O10852,28-01-2026,14:42,Kolkata,D1026,Prime,5.5,19,209.38,Cash,Completed,4.7
O10853,18-02-2026,09:02,Mumbai,D1062,Bike,13.5,29,181.07,Card,Completed,3.4
O10854,31-01-2026,13:31,Kolkata,D1050,Prime,10.8,33,309.53,UPI,Cancelled,
O10855,29-01-2026,03:50,Jaipur,D1044,Prime,5.9,8,239.92,Wallet,Completed,4.4
O10856,02-06-2026,23:00,Chennai,D1094,Bike,9.7,23,93.38,UPI,Completed,4.2
O10857,05-03-2026,08:49,Delhi,D1014,Auto,29.8,39,364.64,UPI,Completed,3.9
O10858,18-02-2026,18:40,Mumbai,D1019,Prime,4.9,14,170.89,Wallet,Cancelled,
O10859,05-01-2026,19:12,Delhi,D1044,Mini,12.3,41,209.05,Wallet,Completed,3.5
O10860,03-05-2026,01:32,Chennai,D1092,Mini,10.2,25,187.85,Wallet,Cancelled,
O10861,05-03-2026,10:57,Jaipur,D1036,Prime,2.7,8,174.83,Cash,Completed,3.6
O10862,21-04-2026,05:16,Kolkata,D1017,Auto,11,15,136.78,Card,Completed,4.1
O10863,03-04-2026,23:51,Pune,D1012,Sedan,16.6,31,448.68,Cash,Completed,4.2
O10864,03-02-2026,20:47,Delhi,D1070,Mini,18.2,32,271.9,Card,Completed,3.2
O10865,19-03-2026,23:30,Bengaluru,D1098,Sedan,22,13,548.95,Card,Completed,4.4
O10866,04-04-2026,14:40,Delhi,D1003,Bike,3.4,11,73.86,UPI,Cancelled,
O10867,03-06-2026,08:44,Mumbai,D1051,Auto,2.8,8,103.61,Wallet,Completed,4.5
O10868,25-06-2026,17:55,Delhi,D1035,Prime,14,40,358.89,UPI,Completed,3.8
O10869,17-02-2026,00:10,Bengaluru,D1039,Sedan,21.4,73,559.88,UPI,Completed,4.1
O10870,17-03-2026,22:17,Delhi,D1036,Prime,7.9,25,238.88,UPI,Completed,3.3
O10871,11-03-2026,01:41,Bengaluru,D1042,Prime,16.7,8,426.01,Cash,Completed,4.9
O10872,30-06-2026,17:16,Mumbai,D1046,Bike,27.1,45,249.52,UPI,Completed,4.6
O10873,13-03-2026,05:16,Jaipur,D1033,Sedan,20.2,21,554.58,UPI,Completed,4.9
O10874,24-04-2026,07:20,Hyderabad,D1048,Prime,18.1,58,416.69,UPI,Completed,4.5
O10875,03-05-2026,02:31,Mumbai,D1083,Bike,6.8,13,77.62,Card,Completed,4.5
O10876,06-01-2026,09:10,Mumbai,D1083,Bike,21.1,32,183.66,Wallet,Completed,3.5
O10877,26-01-2026,23:33,Mumbai,D1083,Mini,18.7,56,291.28,Cash,Completed,3
O10878,03-02-2026,07:49,Delhi,D1014,Auto,5.6,18,117.97,Card,Completed,3
O10879,22-01-2026,06:08,Kolkata,D1070,Sedan,26.9,28,659.52,Card,Completed,3.5
O10880,10-06-2026,17:07,Jaipur,D1054,Mini,4.4,12,99.98,UPI,Cancelled,
O10881,01-01-2026,07:01,Bengaluru,D1050,Bike,12.5,30,155.88,Cash,Completed,4.8
O10882,06-05-2026,05:07,Bengaluru,D1011,Mini,28.8,44,410.61,Cash,Completed,3.2
O10883,04-06-2026,04:11,Chennai,D1039,Sedan,11,19,367.56,Card,Completed,4.3
O10884,31-03-2026,03:17,Kolkata,D1020,Auto,28.1,111,364.49,UPI,Completed,4.6
O10885,23-03-2026,04:24,Kolkata,D1036,Bike,24.7,22,248.05,UPI,Cancelled,
O10886,24-01-2026,10:08,Mumbai,D1082,Bike,11.5,39,131.67,Card,Completed,3.8
O10887,05-02-2026,20:58,Bengaluru,D1030,Bike,13.4,39,154.91,Wallet,Completed,4.1
O10888,22-01-2026,18:45,Chennai,D1003,Sedan,18,36,509.22,Card,Completed,3
O10889,23-05-2026,15:08,Delhi,D1038,Mini,27.5,54,429.41,Wallet,Completed,4.6
O10890,06-02-2026,17:59,Chennai,D1091,Prime,7.5,15,218.91,UPI,Completed,4.9
O10891,07-04-2026,23:01,Chennai,D1021,Auto,3,8,96.39,Cash,Completed,4.7
O10892,07-02-2026,11:09,Delhi,D1061,Prime,3.7,12,204.77,UPI,Completed,4.5
O10893,16-05-2026,22:19,Kolkata,D1020,Bike,22.1,64,241.5,Cash,Completed,3.6
O10894,14-06-2026,01:38,Mumbai,D1071,Sedan,6.1,20,280.29,Card,Completed,4.8
O10895,27-05-2026,16:19,Bengaluru,D1017,Bike,28,42,302.12,UPI,Completed,5
O10896,13-04-2026,19:03,Bengaluru,D1062,Bike,6.7,25,105.96,Card,Completed,4.4
O10897,17-06-2026,20:25,Chennai,D1010,Prime,3.1,10,181.07,Card,Completed,3.2
O10898,04-06-2026,10:01,Bengaluru,D1040,Auto,6.1,11,85.57,UPI,Completed,4.5
O10899,22-05-2026,06:40,Jaipur,D1006,Prime,9.2,26,285.14,Cash,Completed,4.6
O10900,22-03-2026,02:19,Jaipur,D1046,Auto,22.9,58,284.02,UPI,Completed,3.8
O10901,29-06-2026,21:06,Pune,D1076,Bike,27.1,72,233.87,Wallet,Completed,3.3
O10902,03-05-2026,18:55,Jaipur,D1030,Auto,6.1,22,86.51,UPI,Completed,4.9
O10903,24-06-2026,20:09,Mumbai,D1058,Sedan,16.2,54,466.61,UPI,Completed,4.5
O10904,28-03-2026,09:23,Chennai,D1078,Mini,26.9,107,410.6,Cash,Completed,5
O10905,09-02-2026,18:40,Kolkata,D1012,Mini,24.4,26,386.44,Wallet,Completed,4.7
O10906,25-01-2026,14:20,Mumbai,D1091,Auto,6.1,16,121.36,Wallet,Completed,3.1
O10907,08-03-2026,15:16,Kolkata,D1053,Prime,28.3,80,623.58,UPI,Completed,3.6
O10908,23-04-2026,11:32,Pune,D1088,Auto,3.9,14,94.42,Cash,Completed,4.8
O10909,08-06-2026,20:03,Bengaluru,D1010,Sedan,1.7,8,154.35,UPI,Completed,3.8
O10910,10-04-2026,14:42,Delhi,D1024,Auto,14.8,49,205.46,Cash,Completed,3.2
O10911,12-04-2026,13:12,Chennai,D1061,Auto,3.3,10,122.75,Cash,Completed,4.4
O10912,13-03-2026,14:02,Mumbai,D1049,Bike,5.6,11,77.21,Cash,Completed,4.2
O10913,03-04-2026,13:30,Bengaluru,D1082,Mini,7.5,8,196.69,UPI,Completed,3.5
O10914,22-01-2026,04:04,Hyderabad,D1034,Bike,3.8,15,101.39,UPI,Completed,4.3
O10915,14-01-2026,02:57,Chennai,D1061,Auto,29,46,321.52,UPI,Completed,3.8
O10916,28-06-2026,13:22,Chennai,D1079,Mini,17.5,65,291.8,UPI,Completed,4.3
O10917,24-03-2026,21:52,Pune,D1087,Mini,5.8,22,174.97,Wallet,Completed,3.6
O10918,09-03-2026,16:46,Jaipur,D1005,Bike,28.4,24,281.6,UPI,Completed,4.2
O10919,18-02-2026,13:44,Mumbai,D1002,Sedan,12.3,30,360.68,Card,Completed,4.4
O10920,04-04-2026,00:19,Hyderabad,D1053,Sedan,24.8,23,644.95,Card,Completed,3.9
O10921,01-04-2026,17:27,Pune,D1070,Mini,27.9,66,404.79,Wallet,Completed,4.2
O10922,08-04-2026,09:54,Chennai,D1084,Auto,21.5,20,304.68,Cash,Completed,3.2
O10923,07-06-2026,13:06,Kolkata,D1086,Sedan,27.9,20,702.35,Card,Completed,4.6
O10924,18-04-2026,06:14,Kolkata,D1045,Sedan,12.4,20,407.94,Wallet,Cancelled,
O10925,16-04-2026,20:45,Chennai,D1034,Mini,28.3,108,395.28,Card,Completed,4.8
O10926,17-04-2026,21:15,Jaipur,D1095,Bike,2.4,8,39.94,Card,Completed,4.6
O10927,27-03-2026,05:36,Chennai,D1074,Prime,17.3,33,404.89,Wallet,Completed,4.7
O10928,02-02-2026,20:24,Mumbai,D1017,Bike,27.3,74,239.49,Cash,Completed,4.4
O10929,11-06-2026,18:50,Chennai,D1056,Auto,25.4,28,340.41,Cash,Completed,3.2
O10930,10-06-2026,18:09,Jaipur,D1059,Sedan,21.7,18,574.03,Card,Completed,4.5
O10931,17-02-2026,07:41,Bengaluru,D1034,Auto,7,15,140.84,Cash,Completed,3.8
O10932,12-03-2026,02:59,Mumbai,D1016,Mini,19.7,21,284.17,Cash,Cancelled,
O10933,06-02-2026,09:16,Mumbai,D1063,Mini,3.7,14,109.7,Cash,Completed,3.8
O10934,16-04-2026,02:31,Delhi,D1021,Prime,21.1,56,522.08,UPI,Completed,3.9
O10935,18-03-2026,00:57,Mumbai,D1079,Sedan,19.5,12,498.2,Cash,Completed,3.7
O10936,10-02-2026,16:47,Hyderabad,D1028,Mini,7,8,161.52,Card,Completed,4.5
O10937,30-01-2026,06:01,Pune,D1026,Prime,7.8,31,268.81,Cash,Completed,3.5
O10938,31-03-2026,22:35,Hyderabad,D1025,Bike,22.7,71,222.12,Card,Cancelled,
O10939,14-02-2026,06:43,Hyderabad,D1063,Bike,4.4,17,67.01,Wallet,Completed,4.9
O10940,25-04-2026,13:38,Hyderabad,D1081,Auto,19.3,57,243.05,Cash,Completed,3.7
O10941,26-04-2026,05:56,Jaipur,D1068,Sedan,8.7,21,294.54,Card,Completed,4.3
O10942,12-04-2026,00:07,Mumbai,D1048,Auto,13.7,19,182.04,UPI,Completed,4.3
O10943,22-03-2026,03:00,Pune,D1072,Mini,21.9,35,335.38,Cash,Completed,4.8
O10944,09-04-2026,09:38,Bengaluru,D1086,Sedan,7.7,25,273.46,Cash,Completed,4.8
O10945,27-05-2026,20:26,Chennai,D1036,Auto,24.7,33,280.8,Wallet,Completed,4
O10946,31-01-2026,03:28,Mumbai,D1074,Sedan,10.8,32,332.55,Cash,Completed,3
O10947,29-04-2026,09:08,Chennai,D1013,Mini,27,75,366.74,Wallet,Completed,3.1
O10948,19-03-2026,08:20,Pune,D1059,Bike,3.8,13,74.97,Wallet,Completed,3.6
O10949,14-06-2026,03:53,Pune,D1042,Sedan,4.4,11,191.35,Wallet,Completed,3.2
O10950,27-02-2026,05:05,Bengaluru,D1007,Auto,24.8,76,337.27,Card,Cancelled,
O10951,12-01-2026,03:03,Hyderabad,D1022,Mini,9,30,190.89,UPI,Completed,3.5
O10952,30-05-2026,14:07,Mumbai,D1082,Auto,26.1,104,321.89,Wallet,Completed,4.8
O10953,21-06-2026,03:33,Bengaluru,D1029,Sedan,15.1,39,470.34,Cash,Completed,4.5
O10954,09-03-2026,09:45,Delhi,D1089,Auto,17.4,63,210.97,Cash,Completed,4.7
O10955,20-01-2026,15:03,Bengaluru,D1027,Mini,20.6,67,344.5,Card,Completed,3.2
O10956,21-03-2026,22:29,Mumbai,D1080,Sedan,4.5,10,205.31,UPI,Completed,5
O10957,13-04-2026,06:04,Hyderabad,D1060,Bike,6.2,17,126.2,Cash,Completed,3.2
O10958,29-01-2026,07:01,Kolkata,D1071,Prime,9.1,23,290.13,Cash,Completed,3.5
O10959,01-04-2026,13:13,Mumbai,D1007,Bike,15.8,40,159.76,Wallet,Completed,3.7
O10960,19-04-2026,06:18,Bengaluru,D1088,Bike,6.5,16,99.07,Cash,Completed,3.9
O10961,15-06-2026,07:07,Bengaluru,D1036,Mini,3,8,116.27,UPI,Completed,4.1
O10962,08-06-2026,22:45,Chennai,D1027,Bike,12.7,22,162.97,UPI,Completed,3.5
O10963,22-02-2026,11:40,Hyderabad,D1062,Sedan,9.7,8,300.6,Card,Completed,4.4
O10964,26-06-2026,07:10,Pune,D1061,Mini,6.2,18,177.39,Wallet,Completed,3
O10965,27-03-2026,00:11,Hyderabad,D1075,Mini,6.4,8,158.38,Cash,Cancelled,
O10966,06-05-2026,07:30,Delhi,D1065,Mini,24.8,80,385.2,UPI,Completed,3.5
O10967,07-02-2026,03:06,Hyderabad,D1033,Auto,14.4,55,188.55,Card,Completed,4.3
O10968,28-04-2026,00:52,Pune,D1077,Auto,21.7,74,291.22,Wallet,Completed,4.8
O10969,29-01-2026,08:43,Jaipur,D1046,Prime,29.4,117,624.62,Wallet,Cancelled,
O10970,08-01-2026,07:36,Chennai,D1082,Auto,7.4,10,107.57,Cash,Cancelled,
O10971,12-03-2026,20:43,Kolkata,D1036,Sedan,6.5,19,292.16,Card,Completed,3.8
O10972,18-02-2026,01:37,Pune,D1045,Sedan,5,20,231.85,Card,Cancelled,
O10973,29-01-2026,00:31,Mumbai,D1039,Bike,20.9,74,244.87,Wallet,Completed,4.3
O10974,15-03-2026,02:51,Hyderabad,D1040,Mini,14.4,21,232.61,Cash,Completed,3.1
O10975,21-04-2026,11:42,Jaipur,D1099,Mini,8.7,19,205.91,UPI,Completed,4
O10976,23-01-2026,22:17,Mumbai,D1032,Prime,13.8,13,348.76,Wallet,Completed,4.9
O10977,19-04-2026,12:57,Delhi,D1042,Auto,27.7,84,318.75,UPI,Completed,4.4
O10978,24-06-2026,06:16,Mumbai,D1060,Bike,17.3,27,169.75,UPI,Completed,4.9
O10979,07-04-2026,13:06,Mumbai,D1046,Sedan,14.1,28,417.27,Wallet,Completed,3.7
O10980,30-04-2026,13:26,Kolkata,D1079,Mini,27.5,11,437.02,Card,Completed,4.5
O10981,04-03-2026,18:32,Pune,D1086,Prime,19.2,45,429.35,Cash,Completed,3.3
O10982,29-04-2026,16:29,Jaipur,D1062,Mini,3.1,8,100.54,Card,Completed,3.6
O10983,16-01-2026,03:47,Jaipur,D1087,Prime,16.2,43,423.43,UPI,Completed,3.4
O10984,19-03-2026,20:19,Jaipur,D1016,Bike,19.3,33,172.43,Cash,Completed,4.2
O10985,05-03-2026,06:06,Kolkata,D1039,Mini,25.2,64,369.75,Wallet,Cancelled,
O10986,04-05-2026,05:52,Bengaluru,D1056,Sedan,8.9,27,325.69,UPI,Completed,4.2
O10987,12-06-2026,00:11,Mumbai,D1013,Prime,6.4,25,209.22,Wallet,Completed,3.6
O10988,05-04-2026,21:17,Chennai,D1037,Bike,21.4,21,213.68,Wallet,Completed,3.3
O10989,31-01-2026,18:24,Jaipur,D1018,Sedan,10.1,36,304.98,Wallet,Cancelled,
O10990,28-04-2026,08:00,Mumbai,D1050,Auto,15.8,63,213.22,Cash,Completed,4.4
O10991,14-02-2026,20:09,Pune,D1051,Sedan,11.2,16,343.48,Cash,Completed,3.6
O10992,15-06-2026,15:24,Kolkata,D1034,Sedan,20.3,81,555.6,UPI,Completed,4.3
O10993,28-06-2026,10:37,Pune,D1030,Sedan,19.1,59,486.73,Cash,Completed,4.5
O10994,20-06-2026,03:31,Kolkata,D1094,Auto,23.2,38,259.38,Wallet,Cancelled,
O10995,18-04-2026,02:03,Hyderabad,D1004,Mini,2.6,10,76.3,UPI,Completed,4.2
O10996,24-03-2026,03:44,Kolkata,D1057,Bike,5.3,18,92.56,Card,Completed,3.5
O10997,27-02-2026,06:47,Mumbai,D1013,Bike,24.7,32,213.62,UPI,Completed,4.9
O10998,09-01-2026,04:57,Jaipur,D1094,Auto,23.6,80,294.26,Wallet,Completed,3.4
O10999,18-02-2026,06:36,Kolkata,D1081,Sedan,11.5,43,389.74,Wallet,Completed,3.9
O11000,19-01-2026,18:05,Mumbai,D1003,Sedan,10,15,334.91,UPI,Completed,4.1
